total intl minutes,total eve minutes,total day minutes,total intl calls,total eve calls,total day calls,state,number vmail messages,international plan,voice mail plan,customer service calls,account length,churn
9.8,249.3,163.4,4,119,83,GA,0,no,no,7,136,False
12.8,178.6,202.9,3,46,100,VA,0,no,no,5,163,False
10.4,202.1,58.2,5,126,96,NE,0,no,no,0,95,False
14.7,176.7,211.1,7,66,99,HI,0,no,no,4,105,False
18.4,216.4,184.8,3,125,98,OR,0,no,no,2,53,False
8.0,289.4,307.1,3,78,94,VT,26,yes,yes,0,50,False
6.7,270.9,168.3,2,103,124,IN,46,no,yes,4,81,False
11.6,300.5,124.9,4,118,131,OK,0,no,no,2,52,False
11.7,195.2,140.7,5,114,77,WA,0,no,no,0,78,False
10.2,211.2,158.6,8,77,104,KS,0,no,no,3,124,False
9.1,220.0,158.6,3,114,112,OH,0,no,no,0,106,False
14.8,198.5,195.0,9,88,58,NJ,0,no,no,0,59,False
9.5,213.7,194.5,2,89,110,TX,20,no,yes,1,58,False
13.8,228.1,254.2,7,105,78,NJ,36,no,yes,5,147,False
9.5,179.8,89.7,4,81,80,UT,0,no,no,2,89,False
7.1,141.0,240.0,9,117,88,MI,0,no,no,1,48,False
7.2,141.8,213.8,3,86,102,TX,22,no,yes,0,41,False
8.8,189.3,143.5,5,111,121,OK,0,no,no,3,180,False
7.0,260.4,97.5,5,78,129,NE,0,no,no,1,31,False
9.5,235.8,107.9,3,109,88,MN,0,no,no,2,122,False
10.2,167.2,159.5,4,123,96,AK,0,no,no,0,59,False
8.2,198.2,214.9,5,89,86,AR,49,no,yes,0,63,False
13.8,170.0,179.9,2,98,72,TN,0,yes,no,1,120,True
12.9,171.4,7.8,2,100,86,OH,0,no,no,2,134,False
7.9,213.4,110.9,2,82,54,NV,0,no,no,2,116,False
7.8,155.0,175.8,5,98,139,ME,24,no,yes,2,205,False
10.7,200.9,161.9,4,114,138,WV,0,yes,no,1,112,False
10.1,234.3,220.1,4,71,78,AR,38,yes,yes,4,179,False
7.9,339.9,89.5,1,106,94,NV,0,yes,no,1,94,True
11.4,235.0,120.9,11,88,58,OR,0,yes,no,2,67,False
10.7,244.2,225.0,4,111,110,NE,0,no,no,0,21,False
11.7,255.6,289.8,4,115,101,NJ,0,no,no,2,60,True
4.7,224.2,180.0,7,82,80,FL,0,no,no,3,120,False
11.2,222.0,258.6,5,111,84,WV,37,yes,yes,0,141,False
6.8,109.7,146.0,7,79,78,IL,0,no,no,0,21,False
7.3,142.0,167.8,4,123,119,SD,0,no,no,2,116,False
14.1,194.0,153.7,6,105,109,NV,0,no,no,1,69,False
9.5,132.3,229.6,8,90,123,NM,37,no,yes,2,85,False
12.6,304.6,226.0,4,83,127,SC,0,no,no,2,212,True
7.2,147.0,243.2,4,88,109,NY,0,yes,no,4,94,False
11.4,261.5,125.4,9,95,116,HI,0,no,no,2,105,False
9.7,158.1,181.8,9,91,117,NY,0,no,no,0,111,False
11.1,206.7,183.0,6,93,110,CA,0,yes,no,1,60,False
11.6,159.5,175.4,4,130,130,WY,0,no,no,0,70,False
10.6,235.1,223.5,5,99,104,NC,37,no,yes,2,106,False
12.2,270.5,298.4,2,142,78,NH,0,yes,no,0,125,True
15.7,258.8,152.0,5,131,63,NJ,22,no,yes,2,48,True
4.8,170.9,242.9,12,59,67,AL,36,no,yes,1,8,False
14.7,155.4,151.6,4,96,107,OK,0,no,no,1,97,False
11.1,214.2,251.5,6,98,85,MS,0,no,no,3,124,False
10.5,253.4,232.6,9,117,96,ID,0,no,no,1,105,False
11.5,218.7,146.3,5,93,117,AR,0,yes,no,1,122,False
16.1,222.1,219.5,5,94,78,DC,17,no,yes,1,88,False
7.2,167.2,82.3,4,80,77,CT,0,no,no,1,89,False
11.3,210.2,81.7,3,108,123,MN,0,no,no,6,40,True
12.1,140.9,255.9,2,92,128,RI,0,yes,no,1,103,True
9.6,336.0,229.7,1,104,129,MI,0,no,no,1,51,True
7.2,162.6,283.2,6,74,130,TN,23,no,yes,1,176,False
9.2,287.9,145.6,4,131,59,MN,0,no,no,2,81,False
9.8,262.1,153.6,3,87,148,NM,0,no,no,2,148,False
11.1,318.7,142.4,7,78,107,CT,0,no,no,1,45,False
9.0,177.2,154.8,4,105,69,KS,24,no,yes,1,127,False
11.9,200.2,149.3,3,110,100,TN,0,no,no,2,57,False
11.7,87.8,203.8,4,110,85,IN,0,no,no,1,114,False
9.8,208.8,204.5,2,95,63,DC,0,no,no,0,136,False
8.2,155.6,218.7,5,133,111,ND,0,yes,no,1,148,False
11.2,170.8,248.9,8,108,93,NJ,42,no,yes,1,75,False
8.2,203.7,165.4,1,107,84,FL,0,no,no,1,31,False
9.8,197.5,216.1,3,107,114,MN,0,no,no,1,84,False
11.3,191.0,145.7,7,129,88,AR,16,no,yes,0,86,False
7.7,228.4,212.3,3,103,107,UT,0,no,no,0,85,False
11.8,142.0,138.8,7,108,80,DE,34,no,yes,1,103,False
10.1,276.4,172.0,9,101,145,TN,0,no,no,1,114,False
10.0,233.5,189.3,1,112,119,VA,0,no,no,2,118,False
11.0,235.3,194.8,3,118,97,OR,0,no,no,1,135,False
10.3,143.8,167.4,3,74,68,WY,0,no,no,0,159,True
11.0,149.3,102.7,5,100,89,NC,0,no,no,0,74,False
5.1,195.6,187.2,4,88,127,ND,0,no,no,1,98,False
9.6,127.4,295.3,6,100,127,ND,0,no,no,1,50,False
5.9,121.0,133.4,4,92,113,HI,0,no,no,1,118,False
7.5,177.5,129.7,3,80,84,MO,0,no,no,5,76,True
14.2,214.6,266.0,2,94,97,SC,0,no,no,2,112,True
9.8,293.1,234.2,6,92,128,SD,0,no,no,0,104,True
11.3,128.9,239.8,5,121,107,NJ,0,no,no,1,127,False
10.0,217.0,137.0,5,116,128,WY,0,no,no,2,109,False
8.2,179.1,170.7,9,108,55,MN,0,yes,no,3,40,False
10.7,203.2,279.5,4,113,118,NC,0,no,no,2,182,True
14.2,176.7,237.3,4,84,103,IL,0,yes,no,0,137,True
5.9,278.7,119.6,2,88,104,RI,33,no,yes,2,129,False
5.0,211.9,232.4,5,118,96,ID,21,no,yes,3,173,False
11.7,126.9,241.9,6,117,102,MD,0,no,no,0,107,False
13.3,168.5,204.0,3,61,84,RI,0,yes,no,3,106,True
8.1,162.9,127.2,13,104,93,NC,33,yes,yes,0,64,False
9.7,175.9,88.1,1,142,125,IA,15,no,yes,2,105,False
7.8,229.0,180.0,8,103,100,WV,0,no,no,3,109,False
4.7,189.0,211.0,4,100,76,ME,0,no,no,3,97,False
12.8,219.6,174.8,3,93,127,CT,35,yes,yes,0,144,False
9.4,233.2,135.9,4,78,60,MT,24,no,yes,1,131,False
12.3,123.4,197.4,4,110,125,FL,31,no,yes,3,106,False
10.0,134.9,182.1,3,106,106,TX,0,no,no,5,1,True
6.0,178.7,115.4,3,70,137,GA,0,no,no,3,202,False
9.1,204.8,172.8,8,97,101,VA,0,no,no,2,62,False
9.1,187.4,232.4,3,95,109,WA,0,no,no,1,51,False
7.3,249.8,192.1,3,94,95,UT,0,no,no,3,164,False
9.7,148.3,218.8,6,102,125,NH,0,no,no,1,100,False
10.0,126.5,164.9,9,96,115,OK,0,no,no,2,134,False
9.9,214.3,291.8,2,134,143,MN,0,no,no,0,173,True
18.0,253.4,78.2,3,108,127,MD,0,no,no,1,45,False
15.9,137.8,153.7,5,146,115,AZ,26,no,yes,1,100,False
12.4,154.9,206.3,12,98,97,NM,0,no,no,0,80,False
14.4,208.7,117.3,2,105,114,MS,0,no,no,2,38,False
14.8,236.3,103.7,4,78,100,DE,34,no,yes,2,79,False
7.3,211.7,175.9,5,105,70,SD,22,no,yes,2,168,False
5.9,287.7,154.8,9,109,82,MT,0,no,no,3,109,False
8.1,218.2,190.7,3,111,114,VT,0,no,no,3,93,False
11.3,179.7,124.4,6,81,83,DE,0,no,no,0,148,False
14.1,207.7,125.8,4,96,103,KY,0,yes,no,1,74,True
8.7,162.6,172.2,4,76,92,WI,0,no,no,1,123,False
13.8,199.7,292.9,7,97,101,ME,26,yes,yes,4,131,True
11.0,269.1,125.4,7,83,158,WY,0,no,no,1,90,False
6.2,315.4,96.6,4,98,59,WV,33,no,yes,4,72,True
10.3,131.7,122.2,9,94,112,AR,0,yes,no,5,113,True
9.7,206.0,134.0,4,111,112,IA,25,no,yes,0,92,False
9.8,116.5,216.7,4,126,117,ND,0,yes,no,2,12,False
11.5,232.1,295.4,2,117,126,KY,0,no,no,1,39,True
8.4,167.6,125.3,4,121,84,TN,0,no,no,1,140,False
12.6,216.8,169.2,3,83,123,VA,0,no,no,1,150,False
9.5,230.4,231.0,3,140,115,NJ,0,no,no,1,78,False
9.1,215.1,225.2,2,120,93,CO,0,no,no,2,74,False
6.7,182.4,181.3,2,108,135,OH,0,no,no,0,94,False
11.3,132.5,209.4,3,78,104,DE,0,no,no,2,147,False
9.6,143.5,137.6,6,94,106,NC,0,no,no,2,72,False
6.8,177.0,198.1,6,86,86,MD,23,no,yes,1,117,False
12.1,191.8,203.9,4,93,63,MS,0,no,no,3,130,False
7.4,209.5,180.9,4,118,114,NE,0,yes,no,2,127,False
9.3,156.7,198.1,3,87,160,MT,0,no,no,3,80,False
12.9,238.2,193.6,3,82,66,WA,0,no,no,0,106,False
6.6,136.0,204.6,2,93,96,AR,27,no,yes,3,91,False
11.3,288.4,199.9,7,80,108,WV,0,no,no,1,43,False
7.9,135.2,192.6,2,101,97,MI,35,no,yes,2,50,False
11.3,122.2,156.9,5,87,109,MA,0,no,no,3,79,False
7.5,224.7,176.8,15,81,90,DE,0,no,no,1,119,False
8.0,255.9,146.3,12,113,84,WY,0,no,no,1,42,False
7.7,136.7,131.8,6,100,97,CO,0,no,no,2,125,False
4.1,193.7,112.0,4,110,105,SC,0,no,no,4,108,True
9.7,167.1,236.8,3,87,102,ME,0,no,no,3,28,False
14.4,316.4,267.8,11,121,145,AR,0,no,no,5,118,True
14.2,136.7,84.8,6,63,95,IL,0,no,no,2,142,False
10.5,215.6,177.7,5,110,114,KY,0,yes,no,1,56,False
9.1,292.5,158.0,4,114,106,IA,0,no,no,1,158,False
11.0,161.8,148.2,4,113,108,ID,0,yes,no,0,104,False
12.1,173.8,207.0,3,96,112,IL,0,no,no,1,71,False
12.7,216.3,246.5,3,89,108,WI,0,no,no,2,111,False
13.3,198.1,137.5,5,109,110,NY,0,no,no,2,171,False
8.0,215.7,261.4,6,102,141,IA,0,no,no,1,81,True
11.2,231.4,140.1,5,128,120,MN,0,no,no,2,122,False
8.9,202.9,62.9,8,111,112,RI,0,yes,no,1,63,False
14.0,221.1,291.6,9,93,99,HI,0,no,no,2,108,True
9.3,142.3,239.9,5,51,121,WI,0,no,no,1,80,False
6.3,185.5,268.3,7,111,114,PA,0,no,no,1,79,True
8.1,146.4,141.4,4,70,128,NY,0,no,no,0,122,False
10.2,156.3,174.4,5,98,120,WV,0,no,no,0,137,False
8.4,227.2,201.2,3,100,128,NC,0,no,no,2,27,False
10.1,179.6,190.5,5,130,115,NC,0,no,no,3,86,False
12.4,306.2,60.4,3,120,158,MA,0,no,no,1,39,False
11.2,165.4,222.4,4,76,85,AL,0,no,no,0,132,False
4.9,144.1,37.7,3,111,115,WA,29,no,yes,1,56,False
13.0,177.0,83.0,3,106,64,DC,0,no,no,0,63,False
8.0,198.5,104.9,5,120,111,ND,0,no,no,2,182,False
12.4,213.7,208.8,6,87,101,UT,0,yes,no,3,82,False
8.0,209.6,140.1,2,126,132,WY,0,no,no,1,125,False
13.2,243.9,112.8,6,97,150,UT,37,no,yes,2,47,False
9.3,212.8,251.5,4,104,105,WY,0,yes,no,0,43,False
11.5,216.6,146.3,3,95,85,NJ,0,no,no,0,93,False
11.2,201.0,176.4,2,124,62,AL,0,no,no,0,111,False
6.4,192.8,124.1,5,108,117,GA,0,no,no,3,64,False
8.3,156.1,189.7,3,65,76,VT,0,no,no,5,107,False
11.9,247.9,167.8,4,81,88,WI,0,no,no,0,112,False
9.0,138.5,103.3,2,79,103,AL,0,no,no,2,71,False
12.3,142.7,129.3,4,101,80,ME,0,no,no,3,52,False
10.2,225.4,247.5,2,93,85,AR,0,no,no,2,54,True
9.7,193.8,96.7,3,95,97,AR,0,no,no,2,85,False
11.1,172.4,157.1,9,97,77,SC,28,no,yes,1,140,False
10.6,133.0,124.8,7,121,114,MI,0,no,no,3,74,False
10.9,246.5,258.0,3,117,112,MT,0,yes,no,0,137,True
11.7,279.3,162.3,2,79,91,ID,29,yes,yes,3,116,True
8.2,217.4,188.8,7,64,60,CO,0,no,no,4,118,False
16.9,363.7,216.2,2,86,106,NC,0,yes,no,5,130,True
10.2,179.3,54.0,8,96,68,MN,0,no,no,1,30,False
16.6,187.0,198.3,4,89,80,MI,0,no,no,2,87,False
14.0,117.9,253.5,2,123,104,AZ,0,no,no,0,124,False
7.7,254.2,196.8,2,108,92,NC,38,no,yes,1,45,False
8.7,285.2,86.5,2,97,119,DE,8,no,yes,2,183,False
7.2,246.9,244.1,2,111,99,MN,0,no,no,0,134,False
11.2,291.7,163.1,3,108,94,RI,0,yes,no,0,155,False
6.3,204.0,173.7,3,114,117,CT,47,no,yes,2,73,False
9.6,273.5,217.7,3,74,91,KS,0,no,no,3,149,False
15.8,148.0,174.7,3,56,151,ID,0,no,no,6,103,True
9.9,209.5,249.4,2,59,70,GA,31,no,yes,4,74,False
9.2,207.0,189.5,7,95,112,ID,0,no,no,0,77,False
10.2,200.5,187.9,11,101,110,SD,0,no,no,2,131,False
14.6,189.0,178.3,5,76,137,MA,0,no,no,0,108,False
10.5,161.7,254.4,4,96,133,AL,20,no,yes,0,61,False
9.9,106.8,234.8,6,131,89,FL,0,no,no,0,58,False
10.9,183.0,154.3,8,111,107,VA,0,no,no,0,123,False
13.8,211.3,115.1,3,70,114,MI,0,yes,no,2,108,True
8.9,249.8,104.7,2,144,115,AL,0,no,no,1,137,False
6.8,179.3,166.7,7,88,61,NV,0,no,no,4,88,True
12.9,190.0,123.2,5,117,104,NY,0,no,no,4,123,True
10.1,270.8,187.3,5,95,84,NC,0,no,no,1,128,False
5.8,258.1,260.8,2,78,87,ND,0,no,no,1,35,False
17.0,115.2,171.4,4,128,117,NV,0,no,no,3,138,False
13.6,211.2,220.4,8,79,100,MA,0,no,no,2,13,False
6.9,130.4,158.6,5,96,67,NJ,0,no,no,2,35,False
11.0,180.5,219.4,1,73,92,OH,38,no,yes,2,107,False
7.7,210.5,207.9,2,96,98,WA,0,no,no,2,121,False
11.6,240.1,163.4,2,87,134,NY,0,no,no,2,168,True
13.7,199.7,147.1,7,100,80,WY,0,no,no,0,78,False
10.9,221.1,114.3,9,103,100,NV,0,no,no,0,93,False
10.7,188.6,153.7,2,87,105,NY,0,no,no,0,209,False
10.7,244.5,155.2,3,106,131,PA,24,no,yes,1,82,False
9.9,127.8,92.7,4,86,107,WV,28,no,yes,3,94,False
12.8,165.9,169.7,6,86,84,AZ,0,no,no,3,97,False
12.6,189.8,193.9,7,81,71,ID,17,no,yes,0,101,False
12.3,219.1,164.1,9,96,111,MS,29,no,yes,0,103,False
8.5,155.8,160.8,3,82,91,NE,0,no,no,1,103,False
10.3,222.2,268.4,3,108,112,SD,34,no,yes,0,125,False
5.7,169.8,314.6,3,86,102,KY,0,no,no,2,75,True
11.3,130.2,221.6,3,123,110,DC,16,no,yes,1,112,False
10.8,103.8,189.5,5,95,122,WV,0,no,no,2,62,False
7.0,225.2,212.7,6,90,72,UT,0,no,no,1,201,False
7.8,162.3,242.5,3,140,110,FL,0,no,no,4,110,False
8.9,238.1,297.9,5,107,141,SC,0,no,no,1,161,True
9.7,213.8,116.7,6,112,92,NV,0,no,no,2,183,False
8.7,187.7,137.8,6,118,97,KS,0,no,no,1,186,False
7.3,155.7,223.9,9,109,75,SD,0,no,no,1,86,False
7.3,319.0,123.8,4,125,107,UT,0,no,no,2,91,False
8.8,172.8,209.5,4,85,89,AL,0,no,no,1,16,False
12.4,210.4,231.3,2,84,100,NH,0,no,no,3,83,False
11.9,287.4,177.5,3,75,93,AL,0,no,no,2,144,False
11.8,280.1,201.2,1,122,76,KS,37,no,yes,1,57,False
7.6,232.9,231.8,4,79,78,DC,33,no,yes,1,180,False
13.1,227.3,210.2,7,77,92,NE,0,no,no,1,46,False
8.8,134.9,163.8,2,112,77,ND,29,no,yes,2,82,False
8.7,58.6,183.6,3,118,107,AK,0,no,no,1,50,False
9.5,218.9,233.9,3,111,96,IA,0,no,no,0,197,False
9.1,133.1,155.5,2,94,81,WI,0,no,no,1,137,False
11.2,143.0,179.4,5,93,70,SD,0,no,no,1,121,False
10.6,180.0,214.0,5,114,113,SD,21,no,yes,0,87,False
8.3,137.6,172.9,6,94,109,ID,28,no,yes,1,47,False
14.3,160.1,231.9,6,94,101,MI,0,no,no,3,140,False
5.4,243.2,254.9,3,135,108,ME,26,no,yes,2,66,False
0.0,292.3,232.1,0,112,122,KS,0,no,no,3,70,False
10.8,165.8,221.4,12,116,114,NV,30,no,yes,1,7,False
2.1,210.7,224.0,5,80,99,NH,0,no,no,0,123,False
10.3,182.0,266.1,4,92,120,IL,0,yes,no,1,86,False
1.3,267.4,189.6,6,117,78,WY,0,yes,no,1,161,False
6.0,198.6,274.4,3,82,120,ID,0,no,no,1,106,False
8.3,163.0,202.6,3,96,89,UT,0,no,no,0,44,False
10.4,180.6,62.6,2,126,111,KS,0,yes,no,1,92,True
11.4,140.2,106.4,3,104,84,UT,0,no,no,1,74,False
10.5,167.8,47.4,8,90,125,OK,0,no,no,2,176,False
5.9,253.1,172.5,6,71,85,KY,0,no,no,0,172,False
12.5,216.7,195.3,4,108,70,TN,0,no,no,3,69,False
9.8,137.2,152.2,3,102,114,WA,0,no,no,0,111,False
13.7,226.8,201.9,6,119,74,FL,0,no,no,3,92,False
8.2,281.3,183.4,8,95,98,CA,0,no,no,1,95,False
12.8,252.4,208.9,7,132,119,IN,0,no,no,0,78,False
13.2,136.7,197.7,5,126,64,VT,0,no,no,4,48,False
9.8,121.0,152.1,5,105,95,MN,0,no,no,0,166,False
10.5,119.0,151.7,6,105,82,VT,0,no,no,0,135,False
12.5,271.2,127.9,5,124,107,AL,0,no,no,0,85,False
12.0,208.2,142.6,2,126,77,MO,32,no,yes,3,119,False
0.0,186.9,165.8,0,89,122,CA,19,no,yes,1,87,False
15.2,118.0,244.9,4,138,150,WV,26,no,yes,2,148,False
14.2,176.3,189.5,2,117,99,ND,0,no,no,1,177,False
10.4,234.1,251.5,6,110,107,NY,33,no,yes,3,147,False
12.1,188.8,179.3,5,65,93,NH,0,no,no,1,93,False
10.3,251.3,127.3,3,81,108,RI,0,yes,no,1,133,False
15.6,208.1,130.6,3,144,83,MI,0,no,no,3,147,False
12.8,244.0,154.8,4,73,71,VA,0,no,no,0,118,False
8.6,152.4,143.6,3,108,117,SC,0,no,no,1,41,False
3.5,152.9,150.5,3,112,106,CO,0,no,no,1,156,False
9.9,184.9,225.2,1,98,111,WI,0,yes,no,0,147,True
9.7,126.8,258.4,8,119,132,GA,0,no,no,4,71,False
11.5,247.2,173.1,5,101,107,AL,30,no,yes,1,85,False
6.5,193.0,221.7,4,82,95,MO,0,no,no,3,161,False
15.1,212.1,195.4,11,101,116,WY,0,no,no,1,68,False
16.5,195.5,198.8,7,91,107,OK,0,no,no,5,159,False
9.3,116.9,193.4,4,88,99,OH,0,no,no,2,78,False
13.3,261.0,166.5,5,103,102,AL,0,no,no,0,72,False
16.2,194.1,173.5,10,76,93,AR,0,no,no,3,116,False
11.3,286.2,283.1,3,86,112,CT,36,no,yes,3,95,False
9.1,246.0,102.6,4,77,89,MI,0,no,no,2,102,False
10.3,200.8,136.8,9,61,91,VT,41,yes,yes,5,95,True
11.2,223.5,143.5,5,147,106,HI,28,no,yes,0,87,False
11.2,238.8,166.2,2,109,54,WI,36,no,yes,3,111,False
10.6,265.8,230.5,6,130,116,GA,35,no,yes,5,109,False
10.8,165.1,113.7,3,127,67,IA,0,no,no,1,88,False
10.2,184.2,137.3,3,94,95,AZ,42,no,yes,0,62,False
11.5,175.1,177.9,4,70,117,NH,43,no,yes,1,120,False
10.9,235.0,178.3,1,120,102,WY,0,no,no,3,124,False
11.5,67.5,58.0,3,116,125,WV,0,no,no,0,87,False
14.2,126.4,195.6,4,74,71,MD,0,no,no,1,29,False
6.5,217.7,112.7,5,109,119,VT,0,no,no,1,97,False
11.5,250.5,210.5,2,86,101,IL,28,no,yes,1,31,False
9.0,232.5,294.2,1,53,100,CT,0,no,no,0,119,True
11.1,209.2,156.5,3,125,122,ME,21,yes,yes,4,118,True
12.1,337.1,68.5,9,115,110,DC,0,yes,no,0,100,False
11.7,258.1,256.3,1,91,119,NV,35,no,yes,1,118,False
13.7,265.9,234.4,4,82,113,TN,25,no,yes,0,74,False
8.9,48.1,128.2,3,78,71,IL,0,no,no,0,48,False
15.3,90.5,188.0,3,118,127,OK,0,no,no,3,110,False
8.8,188.5,239.2,3,124,72,NM,0,no,no,1,174,False
7.6,169.8,143.2,4,114,77,NY,0,no,no,1,44,False
11.8,217.1,168.4,7,129,117,NJ,0,no,no,1,129,False
11.3,206.9,197.5,4,119,114,VA,0,no,no,1,80,False
9.0,234.9,227.5,13,71,81,WY,24,no,yes,1,120,False
4.2,201.4,50.6,4,87,62,MN,32,no,yes,2,79,False
8.6,157.3,124.8,4,143,133,ID,0,no,no,2,46,False
11.7,170.0,227.7,5,96,88,TN,0,no,no,1,110,False
9.4,202.8,101.7,6,99,105,DE,0,no,no,3,136,False
10.5,250.5,197.7,3,53,68,NV,0,no,no,3,96,False
14.6,203.9,173.1,15,107,85,MD,41,yes,yes,0,135,True
11.1,226.2,213.0,3,101,121,CT,27,no,yes,4,112,False
12.4,265.7,155.3,4,95,93,FL,0,no,no,0,99,False
8.5,141.9,203.3,6,87,45,SC,0,no,no,0,73,False
11.8,187.2,238.9,3,88,107,AR,0,no,no,2,58,False
11.5,202.6,271.2,3,105,105,WY,0,no,no,3,94,True
11.0,211.4,199.6,4,96,89,MA,0,yes,no,3,136,True
12.0,210.1,203.1,3,113,106,FL,0,no,no,3,91,False
3.5,216.5,234.5,6,129,109,NC,0,no,no,3,26,False
14.1,209.4,174.0,7,113,80,UT,44,no,yes,2,133,True
12.2,113.0,167.6,6,118,139,AZ,31,no,yes,1,86,False
8.2,162.9,131.2,6,97,98,NC,0,no,no,2,38,False
14.4,224.1,283.4,7,152,104,VA,27,no,yes,2,107,False
12.4,222.9,179.2,2,66,85,AL,0,no,no,0,76,False
10.6,221.4,193.8,6,125,99,IA,0,no,no,1,113,False
0.0,265.8,174.4,0,122,112,MA,0,no,no,4,58,False
10.2,225.8,137.8,6,110,120,IN,0,no,no,1,129,True
9.4,152.4,134.4,3,95,104,WV,0,no,no,1,95,False
10.7,172.7,259.4,6,125,99,OR,0,no,no,1,136,True
14.1,166.6,213.5,3,114,93,OR,0,no,no,3,64,False
10.8,88.6,142.9,6,61,105,AZ,40,no,yes,1,134,False
14.9,196.5,149.4,3,105,145,MO,0,no,no,1,58,False
7.4,160.7,256.2,2,102,105,DE,0,no,no,4,87,False
8.2,228.3,118.9,5,97,112,MT,16,no,yes,2,101,False
14.8,279.3,198.3,8,101,94,NE,0,no,no,3,73,False
10.8,193.5,274.7,3,118,99,KY,24,no,yes,3,105,False
12.6,256.4,107.5,3,46,121,NM,0,no,no,2,161,False
8.6,198.9,208.0,6,76,125,GA,0,no,no,0,92,False
9.2,190.7,167.9,6,105,147,NV,28,no,yes,4,81,True
8.6,190.7,215.5,6,95,102,NM,0,no,no,1,67,False
9.1,233.7,178.7,4,74,81,MO,0,no,no,1,89,False
15.8,129.4,224.7,6,112,81,AL,0,no,no,1,102,False
9.2,205.6,191.6,3,108,115,KY,0,no,no,2,125,False
11.3,259.3,174.5,7,71,127,LA,0,no,no,1,112,False
12.2,192.6,114.8,5,101,98,OR,0,no,no,0,159,False
12.2,197.6,251.6,3,118,87,ID,33,no,yes,2,144,False
5.0,240.5,205.3,9,155,122,PA,0,no,no,1,134,False
12.0,139.5,169.3,3,69,111,WV,0,no,no,0,51,False
14.0,119.6,225.7,7,122,117,NJ,38,yes,yes,1,93,True
8.3,164.5,138.1,2,100,103,CO,0,no,no,1,139,False
16.4,246.6,268.8,3,89,78,MS,27,no,yes,0,69,False
12.5,182.5,227.4,3,100,88,MI,0,no,no,0,30,False
7.1,239.6,143.1,5,88,139,AL,0,no,no,2,13,False
8.5,251.7,153.5,6,118,94,SC,0,no,no,1,88,False
16.1,201.8,240.4,6,102,112,IN,38,no,yes,0,161,False
9.9,171.3,209.8,9,82,114,MD,0,no,no,4,52,False
9.3,158.8,176.4,3,128,115,TX,0,no,no,4,217,False
7.8,250.4,124.7,8,78,105,DC,28,no,yes,1,123,False
10.2,180.6,105.0,2,100,78,PA,40,no,yes,2,61,True
9.6,250.0,193.0,2,81,101,NC,0,no,no,2,114,False
15.0,261.0,186.8,5,69,124,TN,35,no,yes,0,33,False
10.3,293.8,150.0,7,123,106,DE,0,yes,no,3,105,False
9.8,231.8,221.4,5,103,103,WA,0,no,no,3,83,False
9.6,216.3,104.9,9,93,65,NH,40,no,yes,1,67,False
10.1,94.4,154.0,7,114,107,AL,0,no,no,1,82,False
9.4,145.8,96.5,2,109,109,OR,32,no,yes,1,125,False
13.3,134.2,44.9,3,82,63,VA,34,no,yes,1,113,False
8.6,268.1,81.6,18,112,94,NM,0,no,no,1,112,False
9.8,294.0,224.7,6,131,121,WI,38,no,yes,0,100,False
12.8,165.9,197.1,3,115,110,DE,0,no,no,1,89,False
10.8,268.5,214.3,13,135,145,NM,0,no,no,1,73,False
10.6,169.7,182.1,5,98,91,NH,27,no,yes,2,64,False
13.4,160.6,174.7,1,93,86,NE,41,no,yes,0,67,False
12.7,228.5,129.1,6,83,137,IN,0,no,no,4,65,True
11.7,219.2,167.6,2,112,116,AZ,0,no,no,4,104,False
11.3,201.0,204.9,5,102,84,MA,17,no,yes,0,77,False
12.9,144.2,160.9,12,152,109,SC,0,no,no,1,124,False
7.1,219.0,189.4,8,89,83,AL,0,no,no,3,112,False
9.4,236.0,217.1,4,68,99,IN,0,no,no,1,84,False
6.0,200.3,132.4,1,110,81,DC,0,no,no,2,130,False
11.4,219.1,153.5,4,96,83,FL,31,no,yes,0,120,False
9.1,230.1,256.8,10,104,90,ND,0,yes,no,3,136,False
8.9,261.3,190.8,6,93,100,TX,35,no,yes,0,66,False
10.0,167.5,184.2,10,109,132,MT,30,yes,yes,0,80,False
6.4,203.7,201.3,6,115,130,ID,29,no,yes,1,92,True
13.8,244.7,151.1,2,88,121,MT,29,no,yes,2,185,False
12.8,228.4,277.3,4,117,138,MI,0,no,no,2,133,True
8.8,276.8,159.6,3,118,94,FL,0,no,no,0,106,False
11.0,187.2,286.2,4,60,61,RI,0,yes,no,2,138,True
14.8,235.1,214.6,12,132,101,MI,20,no,yes,0,139,False
14.0,284.5,146.5,6,142,101,AR,0,no,no,3,138,False
9.9,239.3,189.3,3,107,100,IL,0,no,no,3,91,False
6.8,243.0,148.5,2,106,105,LA,0,no,no,1,128,False
17.6,228.1,226.7,4,115,98,FL,0,yes,no,2,70,True
9.7,93.4,278.3,5,143,89,TN,22,no,yes,0,98,False
6.5,318.8,191.0,4,119,88,FL,0,no,no,0,84,False
12.9,118.7,154.1,3,106,114,WY,30,yes,yes,2,185,False
13.0,222.1,256.5,3,101,87,NM,0,yes,no,1,127,False
13.4,257.2,124.8,4,85,66,IL,0,no,no,0,101,False
10.4,230.2,51.8,4,104,107,OR,0,no,no,2,51,False
6.3,239.7,283.2,1,108,110,CO,21,no,yes,5,85,False
8.8,167.8,157.4,3,112,107,WV,0,no,no,3,124,False
11.2,275.0,103.1,5,129,70,TN,0,no,no,1,102,False
